2024-06-27T15:48:58.911Z [INFO] Server started on port 3301
2024-06-27T15:49:07.882Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:07.946Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.009Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.076Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.136Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.197Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.260Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.325Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.388Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.449Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.514Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.580Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.639Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.702Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.762Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.825Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.889Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:08.951Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.013Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.074Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.139Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.200Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.261Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.323Z [ERROR] Error sending heartbeat to 3302: 
2024-06-27T15:49:09.385Z [ERROR] Error sending heartbeat to 3302: 
